"DrugBankIDs" "DiseaseID"
"DB00851" "MESH:D015179"
"DB00851" "MESH:D009362"
"DB00851" "MESH:D000230"
"DB00851" "MESH:D005909"
"DB00851" "MESH:D009447"
"DB00852" "MESH:D012852"
"DB00852" "MESH:D006255"
"DB00852" "MESH:D012220"
"DB00852" "MESH:D012221"
"DB00852" "MESH:D006261"
"DB00853" "MESH:D000236"
"DB00853" "MESH:D009374"
"DB00853" "MESH:D008527"
"DB00853" "MESH:D010190"
"DB00853" "MESH:D009447"
"DB00853" "MESH:D007938"
"DB00853" "MESH:D005910"
"DB00853" "MESH:D005909"
"DB00853" "MESH:D001424"
"DB00853" "MESH:D004938"
"DB00853" "MESH:D001932"
"DB00853" "MESH:D008545"
"DB00853" "MESH:D006528"
"DB00854" "MESH:D010146"
"DB00854" "MESH:D006930"
"DB00854" "MESH:D013375"
"DB00855" "MESH:D001749"
"DB00855" "MESH:D011565"
"DB00855" "MESH:D012871"
"DB00859" "MESH:D007249"
"DB00859" "MESH:D011507"
"DB00859" "MESH:D009389"
"DB00859" "MESH:D001169"
"DB00859" "MESH:D009404"
"DB00859" "MESH:D008107"
"DB00859" "MESH:D008105"
"DB00859" "MESH:D000744"
"DB00859" "MESH:D008103"
"DB00859" "MESH:D012595"
"DB00859" "MESH:D008180"
"DB00859" "MESH:D001168"
"DB00859" "MESH:D006505"
"DB00859" "MESH:D008654"
"DB00859" "MESH:D001172"
"DB00859" "MESH:D011658"
"DB00859" "MESH:D009157"
"DB00859" "MESH:D001171"
"DB00859" "MESH:D056486"
"DB00859" "MESH:D004802"
"DB00859" "MESH:D003556"
"DB00859" "MESH:D008545"
"DB00860" "MESH:D055728"
"DB00860" "MESH:D015212"
"DB00860" "MESH:D013276"
"DB00860" "MESH:D001249"
"DB00860" "MESH:D055370"
"DB00860" "MESH:D000855"
"DB00860" "MESH:D014376"
"DB00860" "MESH:D001943"
"DB00860" "MESH:D009395"
"DB00860" "MESH:D012595"
"DB00860" "MESH:D011658"
"DB00860" "MESH:D004831"
"DB00860" "MESH:D034381"
"DB00860" "MESH:D006930"
"DB00860" "MESH:D015431"
"DB00860" "MESH:D017114"
"DB00860" "MESH:D019698"
"DB00860" "MESH:D011471"
"DB00860" "MESH:D006470"
"DB00860" "MESH:D004487"
"DB00860" "MESH:D001528"
"DB00860" "MESH:D014605"
"DB00860" "MESH:D008228"
"DB00860" "MESH:D004681"
"DB00860" "MESH:D008180"
"DB00860" "MESH:D013375"
"DB00860" "MESH:D000799"
"DB00860" "MESH:D008581"
"DB00860" "MESH:D009103"
"DB00860" "MESH:D015464"
"DB00860" "MESH:D015473"
"DB00860" "MESH:D054058"
"DB00860" "MESH:D054198"
"DB00860" "MESH:D009101"
"DB00860" "MESH:D058186"
"DB00860" "MESH:D008181"
"DB00860" "MESH:D011507"
"DB00860" "MESH:D010523"
"DB00860" "MESH:D011014"
"DB00860" "MESH:D018487"
"DB00860" "MESH:D007249"
"DB00860" "MESH:D002779"
"DB00860" "MESH:D001327"
"DB00860" "MESH:D003424"
"DB00860" "MESH:D009157"
"DB00860" "MESH:D001172"
"DB00860" "MESH:D004802"
"DB00860" "MESH:D014890"
"DB00860" "MESH:D009190"
"DB00860" "MESH:D011537"
"DB00860" "MESH:D006689"
"DB00860" "MESH:D015452"
"DB00860" "MESH:D009205"
"DB00860" "MESH:D015470"
"DB00860" "MESH:D012772"
"DB00860" "MESH:D007674"
"DB00860" "MESH:D007683"
"DB00860" "MESH:D051437"
"DB00860" "MESH:D055371"
"DB00860" "MESH:D011565"
"DB00860" "MESH:D009135"
"DB00860" "MESH:D018771"
"DB00860" "MESH:D005767"
"DB00860" "MESH:D009404"
"DB00860" "MESH:D006327"
"DB00860" "MESH:D003876"
"DB00860" "MESH:D009203"
"DB00860" "MESH:D009325"
"DB00860" "MESH:D012131"
"DB00860" "MESH:D001171"
"DB00860" "MESH:D006501"
"DB00860" "MESH:D056486"
"DB00860" "MESH:D003967"
"DB00860" "MESH:D016393"
"DB00860" "MESH:D016535"
"DB00860" "MESH:D006937"
"DB00860" "MESH:D019694"
"DB00860" "MESH:D006086"
"DB00860" "MESH:D006980"
"DB00860" "MESH:D014456"
"DB00860" "MESH:D005334"
"DB00860" "MESH:D011183"
"DB00860" "MESH:D002051"
"DB00860" "MESH:D054218"
"DB00860" "MESH:D006934"
"DB00860" "MESH:D003093"
"DB00860" "MESH:D000744"
"DB00860" "MESH:D005921"
"DB00861" "MESH:D010003"
"DB00861" "MESH:D010149"
"DB00862" "MESH:D020018"
"DB00862" "MESH:D007172"
"DB00862" "MESH:D056486"
"DB00862" "MESH:D013119"
"DB00862" "MESH:D002779"
"DB00863" "MESH:D008180"
"DB00863" "MESH:D013272"
"DB00863" "MESH:D005764"
"DB00863" "MESH:D011832"
"DB00863" "MESH:D009503"
"DB00863" "MESH:D013276"
"DB00863" "MESH:D015746"
"DB00863" "MESH:D003866"
"DB00863" "MESH:D010243"
"DB00863" "MESH:D008173"
"DB00863" "MESH:D004381"
"DB00863" "MESH:D010437"
"DB00863" "MESH:D004941"
"DB00863" "MESH:D016481"
"DB00863" "MESH:D005767"
"DB00863" "MESH:D001008"
"DB00863" "MESH:D004942"
"DB00863" "MESH:D013921"
"DB00863" "MESH:D017114"
"DB00863" "MESH:D004802"
"DB00863" "MESH:D015427"
"DB00863" "MESH:D009336"
"DB00863" "MESH:D056486"
"DB00863" "MESH:D001943"
"DB00863" "MESH:D006930"
"DB00863" "MESH:D006471"
"DB00864" "MESH:D008181"
"DB00864" "MESH:D011183"
"DB00864" "MESH:D009410"
"DB00864" "MESH:D006086"
"DB00864" "MESH:D006332"
"DB00864" "MESH:D005923"
"DB00864" "MESH:D013733"
"DB00864" "MESH:D007022"
"DB00864" "MESH:D006937"
"DB00864" "MESH:D002779"
"DB00864" "MESH:D017449"
"DB00864" "MESH:D003876"
"DB00864" "MESH:D015427"
"DB00864" "MESH:D001528"
"DB00864" "MESH:D006470"
"DB00864" "MESH:D011507"
"DB00864" "MESH:D009336"
"DB00864" "MESH:D009157"
"DB00864" "MESH:D004487"
"DB00864" "MESH:D007511"
"DB00864" "MESH:D004409"
"DB00864" "MESH:D002545"
"DB00864" "MESH:D019636"
"DB00864" "MESH:D004681"
"DB00864" "MESH:D008180"
"DB00864" "MESH:D002375"
"DB00864" "MESH:D001172"
"DB00864" "MESH:D012640"
"DB00864" "MESH:D004381"
"DB00864" "MESH:D015430"
"DB00864" "MESH:D005355"
"DB00864" "MESH:D013226"
"DB00864" "MESH:D001284"
"DB00864" "MESH:D006973"
"DB00864" "MESH:D011565"
"DB00867" "MESH:D017202"
"DB00867" "MESH:D011654"
"DB00867" "MESH:D007752"
"DB00868" "MESH:D010146"
"DB00869" "MESH:D009798"
"DB00869" "MESH:D005902"
"DB00869" "MESH:D005901"
"DB00871" "MESH:D008173"
"DB00871" "MESH:D001919"
"DB00871" "MESH:D004487"
"DB00871" "MESH:D003371"
"DB00871" "MESH:D012772"
"DB00871" "MESH:D014581"
"DB00871" "MESH:D011654"
"DB00871" "MESH:D001249"
"DB00871" "MESH:D007752"
"DB00871" "MESH:D016535"
"DB00871" "MESH:D014202"
"DB00871" "MESH:D012128"
"DB00871" "MESH:D029424"
"DB00871" "MESH:D004412"
"DB00872" "MESH:D007010"
"DB00874" "MESH:D012852"
"DB00874" "MESH:D003371"
"DB00874" "MESH:D001249"
"DB00875" "MESH:D019970"
"DB00875" "MESH:D006948"
"DB00875" "MESH:D001523"
"DB00875" "MESH:D012559"
"DB00875" "MESH:D006556"
"DB00875" "MESH:D010259"
"DB00875" "MESH:D007174"
"DB00875" "MESH:D003866"
"DB00875" "MESH:D011618"
"DB00876" "MESH:D007676"
"DB00876" "MESH:D006973"
"DB00877" "MESH:D015451"
"DB00877" "MESH:D009101"
"DB00877" "MESH:D054218"
"DB00877" "MESH:D009361"
"DB00877" "MESH:D010300"
"DB00877" "MESH:D003711"
"DB00877" "MESH:D011565"
"DB00877" "MESH:D009369"
"DB00877" "MESH:D011658"
"DB00877" "MESH:D002779"
"DB00877" "MESH:D008654"
"DB00877" "MESH:D005923"
"DB00877" "MESH:D006816"
"DB00877" "MESH:D006984"
"DB00877" "MESH:D003072"
"DB00877" "MESH:D012878"
"DB00877" "MESH:D002294"
"DB00877" "MESH:D015430"
"DB00877" "MESH:D008546"
"DB00877" "MESH:D001862"
"DB00877" "MESH:D008106"
"DB00877" "MESH:D012640"
"DB00877" "MESH:D006086"
"DB00877" "MESH:D054198"
"DB00877" "MESH:D009374"
"DB00877" "MESH:D006965"
"DB00877" "MESH:D003928"
"DB00877" "MESH:D006528"
"DB00877" "MESH:D017379"
"DB00877" "MESH:D009336"
"DB00877" "MESH:D008103"
"DB00877" "MESH:D050197"
"DB00877" "MESH:D058186"
"DB00877" "MESH:D016403"
"DB00877" "MESH:D009389"
"DB00877" "MESH:D058426"
"DB00877" "MESH:D008545"
"DB00877" "MESH:D011183"
"DB00877" "MESH:D006332"
"DB00877" "MESH:D018754"
"DB00877" "MESH:D006258"
"DB00877" "MESH:D001321"
"DB00877" "MESH:D002277"
"DB00877" "MESH:D009062"
"DB00877" "MESH:D009362"
"DB00877" "MESH:D014605"
"DB00877" "MESH:D007674"
"DB00878" "MESH:D010518"
"DB00880" "MESH:D006973"
"DB00880" "MESH:D011141"
"DB00880" "MESH:D020246"
"DB00881" "MESH:D011507"
"DB00881" "MESH:D020521"
"DB00881" "MESH:D009336"
"DB00881" "MESH:D007674"
"DB00881" "MESH:D007008"
"DB00881" "MESH:D001145"
"DB00881" "MESH:D003324"
"DB00881" "MESH:D017379"
"DB00881" "MESH:D013927"
"DB00881" "MESH:D014652"
"DB00881" "MESH:D018487"
"DB00881" "MESH:D006333"
"DB00881" "MESH:D009395"
"DB00881" "MESH:D006965"
"DB00881" "MESH:D002312"
"DB00881" "MESH:D006973"
"DB00881" "MESH:D051437"
"DB00881" "MESH:D024821"
"DB00881" "MESH:D002561"
"DB00881" "MESH:D006332"
"DB00882" "MESH:D011085"
"DB00882" "MESH:D006529"
"DB00882" "MESH:D012640"
"DB00882" "MESH:D008114"
"DB00883" "MESH:D001919"
"DB00883" "MESH:D000787"
"DB00883" "MESH:D018487"
"DB00883" "MESH:D011225"
"DB00883" "MESH:D023921"
"DB00883" "MESH:D011655"
"DB00883" "MESH:D009203"
"DB00883" "MESH:D007024"
"DB00883" "MESH:D002637"
"DB00883" "MESH:D006973"
"DB00883" "MESH:D007511"
"DB00883" "MESH:D017202"
"DB00883" "MESH:D003324"
"DB00883" "MESH:D006333"
"DB00883" "MESH:D003327"
"DB00883" "MESH:D015427"
"DB00883" "MESH:D007022"
"DB00884" "MESH:D010024"
"DB00884" "MESH:D015663"
"DB00884" "MESH:D008654"
"DB00887" "MESH:D006973"
"DB00887" "MESH:D004417"
"DB00887" "MESH:D006930"
"DB00887" "MESH:D006333"
"DB00887" "MESH:D017202"
"DB00887" "MESH:D006974"
"DB00887" "MESH:D007674"
"DB00887" "MESH:D009404"
"DB00887" "MESH:D004487"
"DB00888" "MESH:D006689"
"DB00889" "MESH:D020018"
"DB00889" "MESH:D000855"
"DB00889" "MESH:D010146"
"DB00889" "MESH:D009325"
"DB00889" "MESH:D014839"
"DB00891" "MESH:D013276"
"DB00892" "MESH:D010146"
"DB00893" "MESH:D007674"
"DB00893" "MESH:D000740"
"DB00897" "MESH:D007319"
"DB00897" "MESH:D013375"
"DB00897" "MESH:D012893"
"DB00897" "MESH:D011507"
"DB00898" "MESH:D018754"
"DB00898" "MESH:D007022"
"DB00898" "MESH:D012640"
"DB00898" "MESH:D002543"
"DB00898" "MESH:D020329"
"DB00898" "MESH:D001008"
"DB00898" "MESH:D009422"
"DB00898" "MESH:D019970"
"DB00898" "MESH:D015427"
"DB00898" "MESH:D002056"
"DB00898" "MESH:D001929"
"DB00898" "MESH:D002311"
"DB00898" "MESH:D010146"
"DB00898" "MESH:D001919"
"DB00898" "MESH:D011507"
"DB00898" "MESH:D051474"
"DB00898" "MESH:D001281"
"DB00898" "MESH:D015430"
"DB00898" "MESH:D048909"
"DB00899" "MESH:D010146"
"DB00899" "MESH:D009207"
"DB00899" "MESH:D006930"
"DB00899" "MESH:D005207"
"DB00900" "MESH:D015658"
"DB00900" "MESH:D000163"
"DB00900" "MESH:D015431"
"DB00900" "MESH:D017088"
"DB00903" "MESH:D058186"
"DB00903" "MESH:D007022"
"DB00903" "MESH:D051437"
"DB00904" "MESH:D006930"
"DB00904" "MESH:D011183"
"DB00904" "MESH:D010149"
"DB00904" "MESH:D003693"
"DB00904" "MESH:D010146"
"DB00904" "MESH:D009325"
"DB00904" "MESH:D019970"
"DB00904" "MESH:D011595"
"DB00904" "MESH:D003967"
"DB00904" "MESH:D007859"
"DB00904" "MESH:D019956"
"DB00904" "MESH:D013375"
"DB00904" "MESH:D007022"
"DB00904" "MESH:D001919"
"DB00904" "MESH:D001943"
"DB00904" "MESH:D006948"
"DB00904" "MESH:D008881"
"DB00904" "MESH:D011605"
"DB00904" "MESH:D008569"
"DB00904" "MESH:D005221"
"DB00904" "MESH:D003072"
"DB00904" "MESH:D014839"
"DB00905" "MESH:D005901"
"DB00905" "MESH:D009798"
"DB00905" "MESH:D014605"
"DB00906" "MESH:D009069"
"DB00906" "MESH:D014029"
"DB00906" "MESH:D012640"
"DB00906" "MESH:D017029"
"DB00906" "MESH:D004828"
"DB00906" "MESH:D019970"
"DB00907" "MESH:D003866"
"DB00907" "MESH:D001289"
"DB00907" "MESH:D013276"
"DB00907" "MESH:D019970"
"DB00907" "MESH:D010146"
"DB00907" "MESH:D012640"
"DB00908" "MESH:D013610"
"DB00908" "MESH:D017180"
"DB00908" "MESH:D003324"
"DB00908" "MESH:D008288"
"DB00908" "MESH:D014693"
"DB00908" "MESH:D006333"
"DB00908" "MESH:D013617"
"DB00908" "MESH:D019954"
"DB00908" "MESH:D001145"
"DB00908" "MESH:D023921"
"DB00908" "MESH:D016778"
"DB00908" "MESH:D018879"
"DB00908" "MESH:D019964"
"DB00908" "MESH:D001281"
"DB00908" "MESH:D009103"
"DB00909" "MESH:D004827"
"DB00909" "MESH:D010300"
"DB00909" "MESH:D014839"
"DB00909" "MESH:D001714"
"DB00909" "MESH:D004831"
"DB00909" "MESH:D012640"
"DB00909" "MESH:D013226"
"DB00909" "MESH:D009437"
"DB00909" "MESH:D004830"
"DB00909" "MESH:D014202"
"DB00909" "MESH:D017029"
"DB00909" "MESH:D010146"
"DB00909" "MESH:D002546"
"DB00909" "MESH:D006930"
"DB00909" "MESH:D020329"
"DB00909" "MESH:D004828"
"DB00909" "MESH:D003866"
"DB00910" "MESH:D006973"
"DB00910" "MESH:D058226"
"DB00910" "MESH:D005355"
"DB00910" "MESH:D006333"
"DB00910" "MESH:D007938"
"DB00910" "MESH:D005923"
"DB00910" "MESH:D006332"
"DB00910" "MESH:D011471"
"DB00911" "MESH:D016481"
"DB00911" "MESH:D010437"
"DB00912" "MESH:D003920"
"DB00913" "MESH:D010149"
"DB00914" "MESH:D003920"
"DB00915" "MESH:D010302"
"DB00915" "MESH:D006526"
"DB00915" "MESH:D020734"
"DB00915" "MESH:D003693"
"DB00915" "MESH:D006948"
"DB00915" "MESH:D019956"
"DB00915" "MESH:D018476"
"DB00915" "MESH:D009069"
"DB00915" "MESH:D019970"
"DB00915" "MESH:D009127"
"DB00915" "MESH:D020018"
"DB00915" "MESH:D020820"
"DB00915" "MESH:D010259"
"DB00915" "MESH:D002375"
"DB00915" "MESH:D006816"
"DB00915" "MESH:D005221"
"DB00915" "MESH:D005334"
"DB00915" "MESH:D013375"
"DB00915" "MESH:D014202"
"DB00915" "MESH:D001930"
"DB00915" "MESH:D001480"
"DB00915" "MESH:D003704"
"DB00915" "MESH:D001321"
"DB00915" "MESH:D004409"
"DB00915" "MESH:D010300"
"DB00915" "MESH:D010554"
"DB00915" "MESH:D009103"
"DB00915" "MESH:D010149"
"DB00915" "MESH:D002389"
"DB00915" "MESH:D018908"
"DB00915" "MESH:D006509"
"DB00916" "MESH:D010292"
"DB00916" "MESH:D006965"
"DB00916" "MESH:D011230"
"DB00916" "MESH:D014456"
"DB00916" "MESH:D007249"
"DB00916" "MESH:D010518"
"DB00916" "MESH:D002481"
"DB00916" "MESH:D014552"
"DB00916" "MESH:D010538"
"DB00916" "MESH:D016905"
"DB00916" "MESH:D010437"
"DB00916" "MESH:D007239"
"DB00916" "MESH:D004381"
"DB00916" "MESH:D016481"
"DB00916" "MESH:D010523"
"DB00916" "MESH:D003967"
"DB00916" "MESH:D015212"
"DB00916" "MESH:D016470"
"DB00916" "MESH:D006501"
"DB00916" "MESH:D003093"
"DB00916" "MESH:D005767"
"DB00916" "MESH:D018805"
"DB00916" "MESH:D013203"
"DB00916" "MESH:D003424"
"DB00916" "MESH:D000437"
"DB00916" "MESH:D001424"
"DB00916" "MESH:D003092"
"DB00917" "MESH:D001145"
"DB00917" "MESH:D013921"
"DB00917" "MESH:D008106"
"DB00917" "MESH:D007410"
"DB00917" "MESH:D016535"
"DB00917" "MESH:D007172"
"DB00917" "MESH:D058186"
"DB00917" "MESH:D004409"
"DB00917" "MESH:D007674"
"DB00917" "MESH:D006470"
"DB00917" "MESH:D016055"
"DB00917" "MESH:D006930"
"DB00917" "MESH:D006417"
"DB00917" "MESH:D013276"
"DB00917" "MESH:D008107"
"DB00917" "MESH:D015427"
"DB00917" "MESH:D006973"
"DB00917" "MESH:D019956"
"DB00917" "MESH:D002375"
"DB00917" "MESH:D003556"
"DB00917" "MESH:D005901"
"DB00918" "MESH:D014839"
"DB00918" "MESH:D008881"
"DB00920" "MESH:D001249"
"DB00920" "MESH:D003092"
"DB00920" "MESH:D006086"
"DB00920" "MESH:D006967"
"DB00920" "MESH:D012912"
"DB00920" "MESH:D012221"
"DB00920" "MESH:D014581"
"DB00920" "MESH:D004487"
"DB00920" "MESH:D012640"
"DB00920" "MESH:D006332"
"DB00920" "MESH:D008288"
"DB00920" "MESH:D006255"
"DB00920" "MESH:D013610"
"DB00920" "MESH:D006930"
"DB00921" "MESH:D019966"
"DB00921" "MESH:D014839"
"DB00921" "MESH:D012640"
"DB00921" "MESH:D009203"
"DB00921" "MESH:D013375"
"DB00921" "MESH:D003865"
"DB00921" "MESH:D019698"
"DB00921" "MESH:D012131"
"DB00921" "MESH:D009293"
"DB00921" "MESH:D010146"
"DB00921" "MESH:D006501"
"DB00921" "MESH:D006556"
"DB00921" "MESH:D006930"
"DB00921" "MESH:D015746"
"DB00921" "MESH:D019970"
"DB00921" "MESH:D010149"
"DB00921" "MESH:D004487"
"DB00922" "MESH:D006332"
"DB00922" "MESH:D006333"
"DB00922" "MESH:D009205"
"DB00922" "MESH:D006973"
"DB00922" "MESH:D006323"
"DB00922" "MESH:D017202"
"DB00922" "MESH:D009203"
"DB00922" "MESH:D013610"
"DB00922" "MESH:D007511"
"DB00924" "MESH:D013035"
"DB00924" "MESH:D001416"
"DB00924" "MESH:D010146"
"DB00925" "MESH:D007035"
"DB00925" "MESH:D007172"
"DB00925" "MESH:D012735"
"DB00925" "MESH:D016055"
"DB00925" "MESH:D006470"
"DB00925" "MESH:D006930"
"DB00925" "MESH:D013610"
"DB00925" "MESH:D007674"
"DB00925" "MESH:D020301"
"DB00925" "MESH:D006973"
"DB00925" "MESH:D000419"
"DB00925" "MESH:D001145"
"DB00925" "MESH:D006948"
"DB00925" "MESH:D004830"
"DB00925" "MESH:D009203"
"DB00925" "MESH:D009207"
"DB00925" "MESH:D007889"
"DB00925" "MESH:D009336"
"DB00925" "MESH:D010146"
"DB00925" "MESH:D011470"
"DB00927" "MESH:D013276"
"DB00927" "MESH:D002277"
"DB00927" "MESH:D001943"
"DB00927" "MESH:D015746"
"DB00927" "MESH:D001172"
"DB00927" "MESH:D018487"
"DB00927" "MESH:D000707"
"DB00927" "MESH:D006333"
"DB00927" "MESH:D007037"
"DB00927" "MESH:D004941"
"DB00927" "MESH:D010146"
"DB00927" "MESH:D015179"
"DB00927" "MESH:D005767"
"DB00927" "MESH:D056486"
"DB00927" "MESH:D004942"
"DB00927" "MESH:D011832"
"DB00927" "MESH:D002819"
"DB00927" "MESH:D006471"
"DB00927" "MESH:D013274"
"DB00927" "MESH:D004381"
"DB00927" "MESH:D010302"
"DB00927" "MESH:D008545"
"DB00927" "MESH:D010437"
"DB00927" "MESH:D005764"
"DB00927" "MESH:D009362"
"DB00927" "MESH:D000236"
"DB00927" "MESH:D013272"
"DB00927" "MESH:D008175"
"DB00927" "MESH:D008113"
"DB00928" "MESH:D007938"
"DB00928" "MESH:D006528"
"DB00928" "MESH:D003110"
"DB00928" "MESH:D015179"
"DB00928" "MESH:D009101"
"DB00928" "MESH:D008325"
"DB00928" "MESH:D008175"
"DB00928" "MESH:D015470"
"DB00928" "MESH:D007951"
"DB00928" "MESH:D015431"
"DB00928" "MESH:D011471"
"DB00928" "MESH:D007674"
"DB00928" "MESH:D009190"
"DB00929" "MESH:D010437"
"DB00929" "MESH:D007511"
"DB00929" "MESH:D058186"
"DB00929" "MESH:D013272"
"DB00929" "MESH:D013276"
"DB00929" "MESH:D004381"
"DB00929" "MESH:D001745"
"DB00929" "MESH:D001416"
"DB00929" "MESH:D010146"
"DB00929" "MESH:D051437"
"DB00929" "MESH:D010003"
"DB00929" "MESH:D001172"
"DB00929" "MESH:D007674"
"DB00933" "MESH:D001714"
"DB00933" "MESH:D012559"
"DB00934" "MESH:D007035"
"DB00934" "MESH:D002375"
"DB00934" "MESH:D000544"
"DB00934" "MESH:D001523"
"DB00934" "MESH:D001008"
"DB00934" "MESH:D001714"
"DB00934" "MESH:D003866"
"DB00934" "MESH:D003865"
"DB00934" "MESH:D009437"
"DB00935" "MESH:D001424"
"DB00935" "MESH:D012640"
"DB00936" "MESH:D008569"
"DB00936" "MESH:D034381"
"DB00936" "MESH:D050197"
"DB00937" "MESH:D009765"
"DB00938" "MESH:D001249"
"DB00938" "MESH:D007249"
"DB00938" "MESH:D014581"
"DB00938" "MESH:D000799"
"DB00938" "MESH:D029424"
"DB00938" "MESH:D004487"
"DB00938" "MESH:D029481"
"DB00939" "MESH:D005334"
"DB00939" "MESH:D012640"
"DB00939" "MESH:D004487"
"DB00939" "MESH:D006973"
"DB00943" "MESH:D000163"
"DB00943" "MESH:D015658"
"DB00945" "MESH:D014555"
"DB00945" "MESH:D002289"
"DB00945" "MESH:D007683"
"DB00945" "MESH:D020520"
"DB00945" "MESH:D002277"
"DB00945" "MESH:D009325"
"DB00945" "MESH:D013736"
"DB00945" "MESH:D001416"
"DB00945" "MESH:D003556"
"DB00945" "MESH:D034381"
"DB00945" "MESH:D007022"
"DB00945" "MESH:D002561"
"DB00945" "MESH:D002545"
"DB00945" "MESH:D001168"
"DB00945" "MESH:D003928"
"DB00945" "MESH:D006930"
"DB00945" "MESH:D017202"
"DB00945" "MESH:D008654"
"DB00945" "MESH:D054058"
"DB00945" "MESH:D002375"
"DB00945" "MESH:D000787"
"DB00945" "MESH:D006934"
"DB00945" "MESH:D000236"
"DB00945" "MESH:D008106"
"DB00945" "MESH:D015179"
"DB00945" "MESH:D007249"
"DB00945" "MESH:D006973"
"DB00945" "MESH:D007674"
"DB00945" "MESH:D005764"
"DB00945" "MESH:D018908"
"DB00945" "MESH:D013274"
"DB00945" "MESH:D009374"
"DB00945" "MESH:D018771"
"DB00945" "MESH:D010190"
"DB00945" "MESH:D003930"
"DB00945" "MESH:D011230"
"DB00945" "MESH:D058186"
"DB00945" "MESH:D002637"
"DB00945" "MESH:D006333"
"DB00945" "MESH:D008881"
"DB00945" "MESH:D008180"
"DB00945" "MESH:D013203"
"DB00945" "MESH:D010149"
"DB00945" "MESH:D003324"
"DB00945" "MESH:D010146"
"DB00945" "MESH:D014652"
"DB00945" "MESH:D020521"
"DB00945" "MESH:D020246"
"DB00945" "MESH:D003371"
"DB00945" "MESH:D006261"
"DB00945" "MESH:D056486"
"DB00945" "MESH:D009203"
"DB00945" "MESH:D050197"
"DB00945" "MESH:D003925"
"DB00945" "MESH:D001171"
"DB00945" "MESH:D055371"
"DB00945" "MESH:D002318"
"DB00945" "MESH:D003327"
"DB00945" "MESH:D013375"
"DB00945" "MESH:D010003"
"DB00945" "MESH:D001281"
"DB00945" "MESH:D003920"
"DB00945" "MESH:D007511"
"DB00945" "MESH:D006940"
"DB00945" "MESH:D001170"
"DB00945" "MESH:D013927"
"DB00945" "MESH:D008569"
"DB00945" "MESH:D003929"
"DB00945" "MESH:D005909"
"DB00945" "MESH:D006470"
"DB00945" "MESH:D013923"
"DB00945" "MESH:D018487"
"DB00945" "MESH:D006965"
"DB00945" "MESH:D003110"
"DB00945" "MESH:D009336"
"DB00945" "MESH:D002544"
"DB00945" "MESH:D007752"
"DB00945" "MESH:D010300"
"DB00945" "MESH:D005334"
"DB00945" "MESH:D012141"
"DB00945" "MESH:D001172"
"DB00945" "MESH:D001749"
"DB00945" "MESH:D006331"
"DB00945" "MESH:D001943"
"DB00945" "MESH:D019970"
"DB00945" "MESH:D013610"
"DB00945" "MESH:D004487"
"DB00945" "MESH:D001932"
"DB00945" "MESH:D002546"
"DB00945" "MESH:D015228"
"DB00946" "MESH:D001281"
"DB00946" "MESH:D013927"
"DB00946" "MESH:D013923"
"DB00947" "MESH:D006984"
"DB00947" "MESH:D009410"
"DB00947" "MESH:D011595"
"DB00947" "MESH:D009361"
"DB00947" "MESH:D008569"
"DB00947" "MESH:D001943"
"DB00947" "MESH:D002471"
"DB00947" "MESH:D009447"
"DB00948" "MESH:D062787"
"DB00948" "MESH:D011014"
"DB00948" "MESH:D011552"
"DB00948" "MESH:D018805"
"DB00949" "MESH:D012640"
"DB00949" "MESH:D020734"
"DB00949" "MESH:D004827"
"DB00949" "MESH:D013375"
"DB00949" "MESH:D002375"
"DB00949" "MESH:D009336"
"DB00949" "MESH:D004409"
"DB00949" "MESH:D004828"
"DB00949" "MESH:D000860"
"DB00949" "MESH:D013226"
"DB00949" "MESH:D009410"
"DB00949" "MESH:D013345"
"DB00949" "MESH:D002545"
"DB00949" "MESH:D010146"
"DB00951" "MESH:D009164"
"DB00951" "MESH:D005767"
"DB00951" "MESH:D009422"
"DB00951" "MESH:D014376"
"DB00951" "MESH:D006505"
"DB00951" "MESH:D012772"
"DB00951" "MESH:D015658"
"DB00951" "MESH:D014397"
"DB00952" "MESH:D008881"
"DB00953" "MESH:D008881"
"DB00953" "MESH:D009325"
"DB00953" "MESH:D006930"
"DB00955" "MESH:D016905"
"DB00955" "MESH:D013203"
"DB00955" "MESH:D008171"
"DB00955" "MESH:D011552"
"DB00955" "MESH:D014552"
"DB00955" "MESH:D016470"
"DB00955" "MESH:D004927"
"DB00955" "MESH:D002481"
"DB00955" "MESH:D007239"
"DB00955" "MESH:D010538"
"DB00955" "MESH:D001424"
"DB00956" "MESH:D003371"
"DB00956" "MESH:D010146"
"DB00958" "MESH:D006258"
"DB00958" "MESH:D010051"
"DB00958" "MESH:D001201"
"DB00958" "MESH:D014786"
"DB00958" "MESH:D008175"
"DB00958" "MESH:D009396"
"DB00958" "MESH:D015470"
"DB00958" "MESH:D012512"
"DB00958" "MESH:D008325"
"DB00958" "MESH:D001932"
"DB00958" "MESH:D009447"
"DB00958" "MESH:D019337"
"DB00958" "MESH:D011471"
"DB00958" "MESH:D008654"
"DB00958" "MESH:D001943"
"DB00958" "MESH:D001749"
"DB00958" "MESH:D018450"
"DB00958" "MESH:D009362"
"DB00958" "MESH:D005909"
"DB00958" "MESH:D004938"
"DB00958" "MESH:D055752"
"DB00958" "MESH:D002289"
"DB00958" "MESH:D008113"
"DB00958" "MESH:D002295"
"DB00958" "MESH:D002583"
"DB00958" "MESH:D000230"
"DB00958" "MESH:D007938"
